player,mean_elo,std_elo
random,844.9213846128051,7.678003931980893
mcts-32,884.4400962561798,8.003304523808488
mcts-128,891.2481585255816,7.8951429259334365
dds,1203.8558757201085,9.46518770874464
bzero,1175.5344848853247,7.346761826273396
